result,answer,seido,saigen,Fscore
"['体温', '測ら', 'せ', 'て', 'もらっ', 'て', 'いい', 'べ', 'か']","['体温', '測らせ', 'て', 'もらっ', 'て', 'いいべ', 'か']",0.5555555555555556,0.7142857142857143,0.6250000000000001
"['体', '洗う', 'ぞ', '。', '腋の下', 'も', 'ちゃんと', '洗えよ']","['体', '洗う', 'ぞ', '。', '脇', 'の', '下', 'も', 'ちゃんと', '洗えよ']",0.875,0.7,0.7777777777777777
"['脱い', 'だ', '服', '、', 'この', 'かご', 'さ', 'いっちぇ', 'で', 'けろ']","['脱い', 'だ', '服', '、', 'この', 'かご', 'さ', 'いっちぇ', 'で', 'けろ']",1.0,1.0,1.0
"['着い', 'だ', 'がら', '、', '止めん', 'ぞ']","['着い', 'だ', 'がら', '、', '止めん', 'ぞ']",1.0,1.0,1.0
"['着替', 'えっ', 'か', '？']","['着替え', 'っ', 'か', '?']",0.25,0.25,0.25
"['昼間', 'めし', '食っ', 'た', 'っけ', 'が', '？']","['昼間', 'めし', '食っ', 'た', 'っけ', 'が', '？']",1.0,1.0,1.0
"['吐き気', 'する']","['吐き気', 'する']",1.0,1.0,1.0
"['肌', '乾い', 'でる']","['肌', '乾い', 'でる']",1.0,1.0,1.0
"['晩めし', 'の', '時間', 'だ', 'ぞ', '。', '食堂', 'さ', '行', 'ぐ', 'べ']","['晩めし', 'の', '時間', 'だ', 'ぞ', '。', '食堂', 'さ', '行ぐ', 'べ']",0.8181818181818182,0.9,0.8571428571428572
"['鼻', '詰まる']","['鼻', '詰まる']",1.0,1.0,1.0
"['布団', '濡らし', 'たな', 'よ']","['布団', '濡らし', 'た', 'な', 'よ']",0.75,0.6,0.6666666666666665
"['風呂', '入ら', 'ん', 'にぇ', 'な', '残念', 'だ', 'げ', 'ん', 'ど', '、', 'しか', 'だ', 'ね', 'な']","['風呂', '入ら', 'ん', 'にぇ', 'な', '残念', 'だ', 'げんど', '、', 'しかだ', 'ね', 'な']",0.6666666666666666,0.8333333333333334,0.7407407407407408
"['服', '脱い', 'だら', '背中', 'さ', 'バスタオル', 'かげっ', 'か', '？', 'ほんじゃ', '、', 'こさ', '置い', 'どっ', 'から', '、', '寒い', 'ど', 'ぎ', 'は', 'かまーず', 'ゆっ', 'て', 'けろ', 'な']","['服', '脱い', 'だら', '背中', 'さ', 'バスタオル', 'かげっ', 'か', '？', 'ほんじゃ', '、', 'こさ', '置い', 'どっ', 'から', '、', '寒い', 'どぎ', 'は', 'かまーず', 'ゆって', 'けろ', 'な']",0.84,0.9130434782608695,0.8749999999999999
"['腹', 'い', 'でぇ']","['腹', 'いでぇ']",0.3333333333333333,0.5,0.4
"['腹', 'から', '腰', 'に', 'ずきずき', 'いだい']","['腹', 'から', '腰', 'に', 'ずきずき', 'いだい']",1.0,1.0,1.0
"['腹', 'きりきり', 'い', 'でぇ']","['腹', 'きりきり', 'いでぇ']",0.5,0.6666666666666666,0.5714285714285715
"['腹', 'くだし', 'た']","['腹', 'くだっ', 'た', 'なよ']",0.6666666666666666,0.5,0.5714285714285715
"['便秘', 'し', 'てん', 'な', 'よ']","['便秘', 'して', 'んな', 'よ']",0.4,0.5,0.4444444444444445
"['便秘', 'すっ', 'けど', '、', '飲ま', 'ん', 'な', 'ね', 'が']","['便秘', 'すっ', 'けど', '、', '飲ま', 'ん', 'なね', 'が']",0.7777777777777778,0.875,0.823529411764706
"['歩く', 'たんび', '、', '腰', 'いっ', 'て', 'ぐ', 'なる']","['歩く', 'たんび', '腰', 'いってぐ', 'なる']",0.25,0.4,0.3076923076923077
"['冷てえ', 'お', '茶', 'けろ']","['冷てえ', 'お茶', 'けろ']",0.5,0.6666666666666666,0.5714285714285715
"['痒い', 'どこ', 'ねぇ', 'が', '？', 'この', 'ぐらい', 'で', '痛', 'ぐ', 'ねぇ', 'が', '？']","['痒い', 'どこ', 'ねぇ', 'が', '？', 'この', 'ぐらい', 'で', '痛ぐ', 'ねぇ', 'が', '？']",0.8461538461538461,0.9166666666666666,0.8799999999999999
平均,,0.6928205745492897,0.7450735708732193,0.7140882816441135
